x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date
0.064980,0.034084,-0.021024,0.076329,107133.165344,2001-01-02 05:45:33.165 +0000
0.044676,0.037281,-0.014759,0.060030,107133.155334,2001-01-02 05:45:33.155 +0000
0.018998,0.050061,-0.008556,0.054223,107133.145355,2001-01-02 05:45:33.145 +0000
-0.014177,0.059660,0.006153,0.061630,107133.135376,2001-01-02 05:45:33.135 +0000
-0.030307,0.073529,0.018829,0.081728,107133.125396,2001-01-02 05:45:33.125 +0000
-0.022966,0.085279,0.029532,0.093124,107133.115417,2001-01-02 05:45:33.115 +0000
-0.014314,0.057591,0.030734,0.066830,107133.105407,2001-01-02 05:45:33.105 +0000
-0.008685,0.006438,0.021294,0.023881,107133.095428,2001-01-02 05:45:33.095 +0000
-0.009468,-0.038333,0.009657,0.040648,107133.085449,2001-01-02 05:45:33.085 +0000
-0.020851,-0.088452,-0.007380,0.091175,107133.075470,2001-01-02 05:45:33.075 +0000
-0.038735,-0.120458,-0.021304,0.128313,107133.065490,2001-01-02 05:45:33.065 +0000
-0.058864,-0.125839,-0.037453,0.143886,107133.055481,2001-01-02 05:45:33.055 +0000
-0.078049,-0.110969,-0.049377,0.144374,107133.045501,2001-01-02 05:45:33.046 +0000
-0.092971,-0.101412,-0.056983,0.148912,107133.035522,2001-01-02 05:45:33.036 +0000
-0.096172,-0.093970,-0.062367,0.148220,107133.025543,2001-01-02 05:45:33.026 +0000
-0.072842,-0.055630,-0.072999,0.117173,107133.015564,2001-01-02 05:45:33.016 +0000
-0.026168,0.008286,-0.086748,0.090987,107133.005554,2001-01-02 05:45:33.006 +0000
0.033314,0.071142,-0.102546,0.129177,107132.995575,2001-01-02 05:45:32.996 +0000
0.083389,0.097766,-0.120445,0.176121,107132.985595,2001-01-02 05:45:32.986 +0000
0.105795,0.102025,-0.127785,0.194758,107132.975616,2001-01-02 05:45:32.976 +0000
0.114286,0.114804,-0.132036,0.208985,107132.965637,2001-01-02 05:45:32.966 +0000
0.098266,0.133943,-0.141813,0.218421,107132.955627,2001-01-02 05:45:32.956 +0000
0.058895,0.133886,-0.152763,0.211497,107132.945648,2001-01-02 05:45:32.946 +0000
0.012103,0.124240,-0.162670,0.205045,107132.935668,2001-01-02 05:45:32.936 +0000
-0.028323,0.101852,-0.157539,0.189722,107132.925689,2001-01-02 05:45:32.926 +0000
-0.055823,0.034765,-0.139378,0.154114,107132.915710,2001-01-02 05:45:32.916 +0000
-0.057769,-0.051430,-0.101759,0.127816,107132.905731,2001-01-02 05:45:32.906 +0000
-0.042668,-0.132293,-0.067245,0.154415,107132.895721,2001-01-02 05:45:32.896 +0000
