x_rad_per_sec,y_rad_per_sec,z_rad_per_sec,rms_rad_per_sec,TimeInterval,Date,,,,,,,
-4.599333,0.383618,-1.162566,4.759473,86390.23234,2001-01-01 23:59:50.232 +0000,,,,,-141.766553,112.141424,221.599877
-4.555678,0.575481,-1.129669,4.728799,86390.22236,2001-01-01 23:59:50.222 +0000,,,,,-146.322231,112.716905,220.470208
-4.523177,0.562528,-1.207416,4.715233,86390.21235,2001-01-01 23:59:50.212 +0000,,,,,-150.845408,113.279433,219.262792
-4.448841,0.323659,-1.328075,4.654108,86390.20237,2001-01-01 23:59:50.202 +0000,,,,,-155.294249,113.603092,217.934717
-4.291888,-0.052524,-1.430708,4.524377,86390.19239,2001-01-01 23:59:50.192 +0000,,,,,-159.586137,113.550568,216.504009
-4.08198,-0.441286,-1.466701,4.359875,86390.18238,2001-01-01 23:59:50.182 +0000,,,,,-163.668117,113.109282,215.037308
-3.814796,-0.67635,-1.400148,4.119531,86390.1724,2001-01-01 23:59:50.172 +0000,,,,,-167.482913,112.432932,213.63716
-3.52892,-0.694929,-1.245371,3.806199,86390.16242,2001-01-01 23:59:50.162 +0000,,,,,-171.011833,111.738003,212.391789
-3.318403,-0.394921,-1.040681,3.500111,86390.15241,2001-01-01 23:59:50.152 +0000,,,,,-174.330236,111.343082,211.351108
-3.126238,-0.005524,-0.868412,3.244616,86390.14243,2001-01-01 23:59:50.142 +0000,,,,,-177.456474,111.337558,210.482696
-2.980735,0.247211,-0.805075,3.097424,86390.13242,2001-01-01 23:59:50.132 +0000,,,,,-180.437209,111.584769,209.677621
-2.848447,0.222803,-0.806253,2.968726,86390.12244,2001-01-01 23:59:50.122 +0000,,,,,-183.285656,111.807572,208.871368
-2.716544,0.103491,-0.845642,2.847004,86390.11247,2001-01-01 23:59:50.112 +0000,,,,,-186.0022,111.911063,208.025726
-2.60978,-0.052172,-0.929979,2.771017,86390.10246,2001-01-01 23:59:50.102 +0000,,,,,-188.61198,111.858891,207.095747
-2.505377,-0.176909,-1.000525,2.703565,86390.09248,2001-01-01 23:59:50.092 +0000,,,,,-191.117357,111.681982,206.095222
-2.372377,-0.172463,-0.965448,2.567101,86390.0825,2001-01-01 23:59:50.082 +0000,,,,,-193.489734,111.509519,205.129774
-2.226073,-0.003606,-0.790752,2.362351,86390.07249,2001-01-01 23:59:50.072 +0000,,,,,-195.715807,111.505913,204.339022
-2.07826,0.343504,-0.475487,2.159455,86390.06251,2001-01-01 23:59:50.063 +0000,,,,,-197.794067,111.849417,203.863535
-1.932318,0.813212,-0.12317,2.10008,86390.05253,2001-01-01 23:59:50.053 +0000,,,,,-199.726385,112.662629,203.740365
-1.803208,1.151602,0.118265,2.142833,86390.04252,2001-01-01 23:59:50.043 +0000,,,,,-201.529593,113.814231,203.85863
-1.637345,1.09661,0.230659,1.984101,86390.03254,2001-01-01 23:59:50.033 +0000,,,,,-203.166938,114.910841,204.089289
-1.357191,0.671794,0.240115,1.533274,86390.02256,2001-01-01 23:59:50.023 +0000,,,,,-204.524129,115.582635,204.329404
-0.968913,-0.009807,0.196505,0.988687,86390.01255,2001-01-01 23:59:50.013 +0000,,,,,-205.493042,115.572828,204.525909
-0.507985,-0.710563,0.139546,0.884546,86390.00257,2001-01-01 23:59:50.003 +0000,,,,,-206.001027,114.862265,204.665455
-0.014721,-1.076725,0.111815,1.082615,86389.99256,2001-01-01 23:59:49.993 +0000,,,,,-206.015748,113.78554,204.77727
0.433781,-0.881303,0.170942,0.997037,86389.98258,2001-01-01 23:59:49.983 +0000,,,,,-205.581967,112.904237,204.948212
0.818171,-0.132749,0.351011,0.900131,86389.9726,2001-01-01 23:59:49.973 +0000,,,,,-204.763796,112.771488,205.299223
1.171569,0.825705,0.555945,1.537347,86389.96259,2001-01-01 23:59:49.963 +0000,,,,,-203.592227,113.597193,205.855168
1.455735,1.465313,0.650154,2.165412,86389.95261,2001-01-01 23:59:49.953 +0000,,,,,-202.136492,115.062506,206.505322
1.652386,1.399318,0.613194,2.250439,86389.94264,2001-01-01 23:59:49.943 +0000,,,,,-200.484106,116.461824,207.118516
1.78843,0.713126,0.511263,1.992089,86389.93263,2001-01-01 23:59:49.933 +0000,,,,,-198.695676,117.17495,207.629779
1.797274,-0.182894,0.459264,1.864019,86389.92265,2001-01-01 23:59:49.923 +0000,,,,,-196.898402,116.992056,208.089043
1.735922,-0.836801,0.546108,2.002972,86389.91267,2001-01-01 23:59:49.913 +0000,,,,,-195.16248,116.155255,208.635151
1.720201,-0.903458,0.733172,2.076745,86389.90266,2001-01-01 23:59:49.903 +0000,,,,,-193.442279,115.251797,209.368323
1.802877,-0.472801,0.823383,2.037613,86389.89268,2001-01-01 23:59:49.893 +0000,,,,,-191.639402,114.778996,210.191706
2.031926,0.070511,0.764684,2.172196,86389.8827,2001-01-01 23:59:49.883 +0000,,,,,-189.607476,114.849507,210.95639
2.405152,0.459205,0.602664,2.521672,86389.87269,2001-01-01 23:59:49.873 +0000,,,,,-187.202324,115.308712,211.559054
2.843142,0.466553,0.430364,2.913132,86389.86271,2001-01-01 23:59:49.863 +0000,,,,,-184.359182,115.775265,211.989418
3.246637,0.192919,0.368652,3.27319,86389.8527,2001-01-01 23:59:49.853 +0000,,,,,-181.112545,115.968184,212.35807
3.525093,-0.144456,0.414189,3.552281,86389.84272,2001-01-01 23:59:49.843 +0000,,,,,-177.587452,115.823728,212.772259
3.762496,-0.396579,0.483792,3.814146,86389.83274,2001-01-01 23:59:49.833 +0000,,,,,-173.824956,115.427149,213.256051
4.044837,-0.385696,0.493148,4.093002,86389.82273,2001-01-01 23:59:49.823 +0000,,,,,-169.780119,115.041453,213.749199
4.277892,-0.255667,0.450558,4.309144,86389.81275,2001-01-01 23:59:49.813 +0000,,,,,-165.502227,114.785786,214.199757
4.410382,-0.014988,0.382413,4.426955,86389.80277,2001-01-01 23:59:49.803 +0000,,,,,-161.091845,114.770798,214.58217
4.435827,0.283215,0.345445,4.458263,86389.79276,2001-01-01 23:59:49.793 +0000,,,,,-156.656018,115.054013,214.927615
4.422887,0.552692,0.33394,4.469778,86389.78278,2001-01-01 23:59:49.783 +0000,,,,,-152.233131,115.606705,215.261555
4.540582,0.463284,0.329635,4.576044,86389.7728,2001-01-01 23:59:49.773 +0000,,,,,-147.692549,116.069989,215.59119
4.965187,-0.053093,0.317877,4.975636,86389.7628,2001-01-01 23:59:49.763 +0000,,,,,-142.727362,116.016896,215.909067
5.556456,-0.845313,0.282348,5.627475,86389.75282,2001-01-01 23:59:49.753 +0000,,,,,-137.170906,115.171583,216.191415
5.959481,-1.245712,0.222046,6.092333,86389.74281,2001-01-01 23:59:49.743 +0000,,,,,-131.211425,113.925871,216.413461
6.162364,-1.123011,0.240177,6.268458,86389.73283,2001-01-01 23:59:49.733 +0000,,,,,-125.049061,112.80286,216.653638
6.141457,-0.621735,0.4855,6.191911,86389.72285,2001-01-01 23:59:49.723 +0000,,,,,-118.907604,112.181125,217.139138
5.971934,0.186705,0.920248,6.045305,86389.71284,2001-01-01 23:59:49.713 +0000,,,,,-112.93567,112.36783,218.059386
5.805229,1.136706,1.305479,6.05781,86389.70286,2001-01-01 23:59:49.703 +0000,,,,,-107.130441,113.504536,219.364865
5.801015,1.835892,1.453141,6.255709,86389.69288,2001-01-01 23:59:49.693 +0000,,,,,-101.329426,115.340428,220.818006
6.021854,1.944408,1.331458,6.466547,86389.68287,2001-01-01 23:59:49.683 +0000,,,,,-95.307572,117.284836,222.149464
6.32893,1.431428,1.00796,6.566607,86389.67289,2001-01-01 23:59:49.673 +0000,,,,,-88.978642,118.716264,223.157424
6.587748,0.704397,0.726391,6.665001,86389.66291,2001-01-01 23:59:49.663 +0000,,,,,-82.390894,119.420661,223.883815
6.7439,0.244112,0.64642,6.779207,86389.6529,2001-01-01 23:59:49.653 +0000,,,,,-75.646994,119.664773,224.530235
6.817421,0.271199,0.807119,6.870387,86389.64292,2001-01-01 23:59:49.643 +0000,,,,,-68.829573,119.935972,225.337354
6.938652,0.668232,1.071849,7.052679,86389.63294,2001-01-01 23:59:49.633 +0000,,,,,-61.890921,120.604204,226.409203
7.122915,1.20284,1.380439,7.354479,86389.62293,2001-01-01 23:59:49.623 +0000,,,,,-54.768006,121.807044,227.789642
7.330359,1.680785,1.600653,7.689038,86389.61295,2001-01-01 23:59:49.613 +0000,,,,,-47.437647,123.487829,229.390295
7.52772,1.822699,1.635792,7.916099,86389.60294,2001-01-01 23:59:49.603 +0000,,,,,-39.909927,125.310528,231.026087
7.578301,1.577563,1.57162,7.898692,86389.59296,2001-01-01 23:59:49.593 +0000,,,,,-32.331626,126.888091,232.597707
7.489501,1.273748,1.513079,7.746255,86389.58299,2001-01-01 23:59:49.583 +0000,,,,,-24.842125,128.161839,234.110786
7.373763,0.999805,1.479918,7.586972,86389.57298,2001-01-01 23:59:49.573 +0000,,,,,-17.468362,129.161644,235.590704
7.219406,0.916686,1.514363,7.433265,86389.563,2001-01-01 23:59:49.563 +0000,,,,,-10.248956,130.07833,237.105067
7.048033,0.97751,1.606002,7.294487,86389.55302,2001-01-01 23:59:49.553 +0000,,,,,-3.200923,131.05584,238.711069
6.930547,1.177845,1.66557,7.224536,86389.54301,2001-01-01 23:59:49.543 +0000,,,,,3.729624,132.233685,240.376639
6.854763,1.427058,1.663312,7.196587,86389.53303,2001-01-01 23:59:49.533 +0000,,,,,10.584387,133.660743,242.039951
6.79931,1.499324,1.610385,7.146463,86389.52305,2001-01-01 23:59:49.523 +0000,,,,,17.383697,135.160067,243.650336
6.72584,1.405237,1.494746,7.031776,86389.51304,2001-01-01 23:59:49.513 +0000,,,,,24.109537,136.565304,245.145082
6.529754,1.312142,1.385756,6.80292,86389.50306,2001-01-01 23:59:49.503 +0000,,,,,30.639291,137.877446,246.530838
6.18143,1.368148,1.30632,6.464393,86389.49308,2001-01-01 23:59:49.493 +0000,,,,,36.820721,139.245594,247.837158
5.737217,1.594619,1.263172,6.087205,86389.48308,2001-01-01 23:59:49.483 +0000,,,,,42.557938,140.840213,249.10033
5.26026,1.617878,1.332548,5.662468,86389.47311,2001-01-01 23:59:49.473 +0000,,,,,47.818198,142.458091,250.432878
4.77975,1.488807,1.404452,5.199523,86389.4631,2001-01-01 23:59:49.463 +0000,,,,,52.597948,143.946898,251.83733
4.362954,1.268006,1.410787,4.757471,86389.45312,2001-01-01 23:59:49.453 +0000,,,,,56.960902,145.214904,253.248117
3.941898,0.945755,1.319067,4.262974,86389.44314,2001-01-01 23:59:49.443 +0000,,,,,60.9028,146.160659,254.567184
3.449177,0.76602,1.155954,3.717504,86389.43313,2001-01-01 23:59:49.433 +0000,,,,,64.351977,146.926679,255.723138
2.930101,0.76839,0.977208,3.182899,86389.42315,2001-01-01 23:59:49.423 +0000,,,,,67.282078,147.695069,256.700346
2.430629,0.806127,0.878638,2.70736,86389.41317,2001-01-01 23:59:49.413 +0000,,,,,69.712707,148.501196,257.578984
1.972018,0.894158,0.858207,2.32914,86389.40316,2001-01-01 23:59:49.403 +0000,,,,,71.684725,149.395354,258.437191
1.532394,0.925939,0.916059,2.011158,86389.39318,2001-01-01 23:59:49.393 +0000,,,,,73.217119,150.321293,259.35325
1.052575,0.916098,0.955588,1.691242,86389.3832,2001-01-01 23:59:49.383 +0000,,,,,74.269694,151.237391,260.308838
0.562944,0.841045,0.905473,1.357993,86389.37319,2001-01-01 23:59:49.373 +0000,,,,,74.832638,152.078436,261.214311
0.011938,0.590959,0.742158,0.948775,86389.36321,2001-01-01 23:59:49.363 +0000,,,,,74.844576,152.669395,261.956469
-0.57589,0.306624,0.525261,0.837596,86389.3532,2001-01-01 23:59:49.353 +0000,,,,,74.268686,152.976019,262.48173
-1.188249,0.098825,0.250292,1.218339,86389.34322,2001-01-01 23:59:49.343 +0000,,,,,73.080437,153.074844,262.732022
-1.734943,0.005006,-0.045914,1.735558,86389.33324,2001-01-01 23:59:49.333 +0000,,,,,71.345494,153.07985,262.686108
-2.096341,-0.138579,-0.275556,2.11891,86389.32323,2001-01-01 23:59:49.323 +0000,,,,,69.249153,152.941271,262.410552
-2.235139,-0.40845,-0.377268,2.30326,86389.31325,2001-01-01 23:59:49.313 +0000,,,,,67.014014,152.532821,262.033284
-2.223452,-0.854778,-0.371702,2.410922,86389.30328,2001-01-01 23:59:49.303 +0000,,,,,64.790562,151.678043,261.661582
-2.161435,-1.267765,-0.253693,2.518608,86389.29327,2001-01-01 23:59:49.293 +0000,,,,,62.629127,150.410278,261.407889
-2.136358,-1.49656,-0.165284,2.613625,86389.28329,2001-01-01 23:59:49.283 +0000,,,,,60.492769,148.913718,261.242605
-2.155572,-1.499751,-0.157925,2.630719,86389.27331,2001-01-01 23:59:49.273 +0000,,,,,58.337197,147.413967,261.08468
-2.223796,-1.433881,-0.208785,2.654218,86389.2633,2001-01-01 23:59:49.263 +0000,,,,,56.113401,145.980086,260.875895
-2.319183,-1.379955,-0.342071,2.720275,86389.25332,2001-01-01 23:59:49.253 +0000,,,,,53.794218,144.600131,260.533824
-2.315777,-1.403874,-0.536451,2.7607,86389.24334,2001-01-01 23:59:49.243 +0000,,,,,51.478441,143.196257,259.997373
-2.300323,-1.676079,-0.765337,2.947281,86389.23333,2001-01-01 23:59:49.233 +0000,,,,,49.178118,141.520178,259.232036
-2.34092,-1.94213,-1.072619,3.225257,86389.22335,2001-01-01 23:59:49.223 +0000,,,,,46.837198,139.578048,258.159417
-2.417191,-2.274358,-1.421634,3.610617,86389.21334,2001-01-01 23:59:49.213 +0000,,,,,44.420007,137.30369,256.737783
-2.419215,-2.762046,-1.764382,4.07364,86389.20336,2001-01-01 23:59:49.203 +0000,,,,,42.000792,134.541644,254.973401
-2.448687,-2.974681,-2.014035,4.347543,86389.19338,2001-01-01 23:59:49.193 +0000,,,,,39.552105,131.566963,252.959366
-2.552274,-3.228594,-2.134785,4.636295,86389.18337,2001-01-01 23:59:49.183 +0000,,,,,36.999831,128.338369,250.824581
-2.598917,-3.725054,-2.138025,5.020114,86389.17339,2001-01-01 23:59:49.173 +0000,,,,,34.400914,124.613315,248.686556
-2.473245,-4.220179,-2.083474,5.316739,86389.16341,2001-01-01 23:59:49.163 +0000,,,,,31.927669,120.393136,246.603082
-2.113435,-4.648009,-2.02432,5.492583,86389.1534,2001-01-01 23:59:49.153 +0000,,,,,29.814234,115.745127,244.578762
-1.723438,-4.719976,-1.949903,5.389854,86389.14342,2001-01-01 23:59:49.143 +0000,,,,,28.090796,111.025151,242.628859
-1.55305,-4.404206,-1.820321,5.012241,86389.13344,2001-01-01 23:59:49.133 +0000,,,,,26.537746,106.620945,240.808538
-1.537396,-3.920047,-1.615309,4.509942,86389.12344,2001-01-01 23:59:49.123 +0000,,,,,25.00035,102.700898,239.193229
-1.513884,-3.444554,-1.470057,4.039538,86389.11346,2001-01-01 23:59:49.113 +0000,,,,,23.486466,99.256344,237.723172
-1.531898,-2.917015,-1.373309,3.569547,86389.10348,2001-01-01 23:59:49.103 +0000,,,,,21.954568,96.339329,236.349863
-1.60448,-2.453661,-1.368647,3.23543,86389.09347,2001-01-01 23:59:49.093 +0000,,,,,20.350088,93.885668,234.981216
-1.593513,-1.970664,-1.627397,3.011847,86389.08349,2001-01-01 23:59:49.083 +0000,,,,,18.756575,91.915004,233.353819
-1.4947,-1.563718,-2.078748,3.000089,86389.07348,2001-01-01 23:59:49.073 +0000,,,,,17.261875,90.351286,231.275071
-1.54524,-1.918762,-2.613448,3.59159,86389.0635,2001-01-01 23:59:49.063 +0000,,,,,15.716635,88.432524,228.661623
-1.640066,-3.750068,-3.477809,5.371032,86389.05352,2001-01-01 23:59:49.054 +0000,,,,,14.076569,84.682456,225.183814
-1.59441,-5.936549,-4.559302,7.653234,86389.04351,2001-01-01 23:59:49.044 +0000,,,,,12.482159,78.745907,220.624512
-1.437561,-7.397305,-5.564016,9.367229,86389.03353,2001-01-01 23:59:49.034 +0000,,,,,11.044598,71.348602,215.060496
-1.33996,-7.858822,-6.54727,10.316168,86389.02355,2001-01-01 23:59:49.024 +0000,,,,,9.704638,63.48978,208.513226
-1.278043,-7.986495,-7.354299,10.931752,86389.01354,2001-01-01 23:59:49.014 +0000,,,,,8.426595,55.503285,201.158927
-1.409925,-8.284491,-8.05639,11.641568,86389.00356,2001-01-01 23:59:49.004 +0000,,,,,7.01667,47.218794,193.102537
-1.721394,-8.650442,-8.616329,12.330225,86388.99358,2001-01-01 23:59:48.994 +0000,,,,,5.295276,38.568352,184.486208
-1.97199,-8.931518,-8.906822,12.766842,86388.98357,2001-01-01 23:59:48.984 +0000,,,,,3.323286,29.636834,175.579386
-1.802877,-9.289356,-8.918599,13.003227,86388.97359,2001-01-01 23:59:48.974 +0000,,,,,1.520409,20.347478,166.660787
-1.389554,-9.206652,-8.76858,12.789891,86388.96358,2001-01-01 23:59:48.964 +0000,,,,,0.130855,11.140826,157.892207
-0.898786,-8.37926,-8.616857,12.052802,86388.9536,2001-01-01 23:59:48.954 +0000,,,,,-0.767931,2.761566,149.27535
-0.288012,-7.344728,-8.736289,11.417124,86388.94363,2001-01-01 23:59:48.944 +0000,,,,,-1.055943,-4.583162,140.539061
0.565953,-6.730311,-9.085873,11.32124,86388.93362,2001-01-01 23:59:48.934 +0000,,,,,-0.48999,-11.313473,131.453188
1.507492,-6.637122,-9.584108,11.754959,86388.92364,2001-01-01 23:59:48.924 +0000,,,,,1.017502,-17.950595,121.86908
2.217421,-7.227847,-10.017939,12.55061,86388.91366,2001-01-01 23:59:48.914 +0000,,,,,3.234923,-25.178442,111.851141
2.864728,-8.038802,-10.320165,13.391594,86388.90365,2001-01-01 23:59:48.904 +0000,,,,,6.099651,-33.217244,101.530976
3.625258,-8.412547,-10.47643,13.916502,86388.89367,2001-01-01 23:59:48.894 +0000,,,,,9.724909,-41.629791,91.054546
4.380885,-8.27695,-10.575345,14.125791,86388.88369,2001-01-01 23:59:48.884 +0000,,,,,14.105794,-49.906741,80.479201
4.922457,-8.019939,-10.622608,14.191188,86388.87368,2001-01-01 23:59:48.874 +0000,,,,,19.028251,-57.92668,69.856593
5.021468,-7.760584,-10.453821,13.95436,86388.8637,2001-01-01 23:59:48.864 +0000,,,,,24.049719,-65.687264,59.402772
4.792771,-7.994565,-9.80828,13.53093,86388.85372,2001-01-01 23:59:48.854 +0000,,,,,28.84249,-73.681829,49.594492
4.522923,-7.687333,-9.129226,12.76302,86388.84371,2001-01-01 23:59:48.844 +0000,,,,,33.365413,-81.369162,40.465266
4.195687,-6.974261,-8.445251,11.72887,86388.83373,2001-01-01 23:59:48.834 +0000,,,,,37.5611,-88.343423,32.020015
3.787429,-5.979678,-7.62582,10.404532,86388.82372,2001-01-01 23:59:48.824 +0000,,,,,41.348529,-94.323101,24.394195
3.364131,-4.647146,-6.699489,8.820232,86388.81374,2001-01-01 23:59:48.814 +0000,,,,,44.71266,-98.970247,17.694706
2.817478,-3.418566,-5.558937,7.108203,86388.80376,2001-01-01 23:59:48.804 +0000,,,,,47.530138,-102.388813,12.135769
2.349401,-2.390124,-4.387392,5.521013,86388.79375,2001-01-01 23:59:48.794 +0000,,,,,49.879539,-104.778937,7.748377
1.936695,-1.636185,-3.523527,4.340868,86388.78377,2001-01-01 23:59:48.784 +0000,,,,,51.816234,-106.415122,4.22485
1.690258,-1.380397,-2.975602,3.690078,86388.7738,2001-01-01 23:59:48.774 +0000,,,,,53.506492,-107.795519,1.249248
1.780986,-1.650426,-2.781924,3.692549,86388.76378,2001-01-01 23:59:48.764 +0000,,,,,55.287478,-109.445945,-1.532676
2.183439,-2.158855,-3.017173,4.304811,86388.75381,2001-01-01 23:59:48.754 +0000,,,,,57.470917,-111.6048,-4.549849
2.533321,-2.793076,-3.272736,4.992974,86388.74383,2001-01-01 23:59:48.744 +0000,,,,,60.004238,-114.397876,-7.822585
2.269321,-3.227001,-3.338517,5.16808,86388.73382,2001-01-01 23:59:48.734 +0000,,,,,62.273559,-117.624877,-11.161102
1.547929,-2.865861,-3.122117,4.511857,86388.72384,2001-01-01 23:59:48.724 +0000,,,,,63.821488,-120.490738,-14.283219
0.883533,-1.65993,-2.058162,2.787836,86388.71386,2001-01-01 23:59:48.714 +0000,,,,,64.705021,-122.150668,-16.341381
0.250589,-0.551915,-0.114345,0.61683,86388.70385,2001-01-01 23:59:48.704 +0000,,,,,64.95561,-122.702583,-16.455726
-0.122875,0.179634,1.156948,1.177241,86388.69387,2001-01-01 23:59:48.694 +0000,,,,,64.832735,-122.522949,-15.298778
-0.127322,0.061253,1.103814,1.11282,86388.68386,2001-01-01 23:59:48.684 +0000,,,,,64.705413,-122.461696,-14.194964
0.087928,-0.512153,0.498843,0.72033,86388.67388,2001-01-01 23:59:48.674 +0000,,,,,64.793341,-122.973849,-13.696121
0.384025,-1.13372,-0.219783,1.217005,86388.6639,2001-01-01 23:59:48.664 +0000,,,,,65.177366,-124.107569,-13.915904
0.587105,-1.591683,-0.663805,1.821754,86388.65389,2001-01-01 23:59:48.654 +0000,,,,,65.764471,-125.699252,-14.579709
0.732836,-1.640806,-0.75458,1.949021,86388.64391,2001-01-01 23:59:48.644 +0000,,,,,66.497307,-127.340058,-15.334289
1.001504,-1.133689,-0.81505,1.718304,86388.63393,2001-01-01 23:59:48.634 +0000,,,,,67.498811,-128.473747,-16.149339
1.215041,-0.378574,-0.943883,1.584474,86388.62392,2001-01-01 23:59:48.624 +0000,,,,,68.713852,-128.852321,-17.093222
1.170496,0.197359,-1.083586,1.607224,86388.61394,2001-01-01 23:59:48.614 +0000,,,,,69.884348,-128.654962,-18.176808
1.018075,0.460294,-1.11418,1.577892,86388.60396,2001-01-01 23:59:48.604 +0000,,,,,70.902423,-128.194668,-19.290988
0.879007,0.251581,-1.040824,1.385373,86388.59396,2001-01-01 23:59:48.594 +0000,,,,,71.78143,-127.943087,-20.331812
0.738865,-0.214858,-0.938993,1.213999,86388.58398,2001-01-01 23:59:48.584 +0000,,,,,72.520295,-128.157945,-21.270805
0.553536,-0.791105,-0.857471,1.291319,86388.57397,2001-01-01 23:59:48.574 +0000,,,,,73.073831,-128.94905,-22.128276
0.126554,-1.384042,-0.990168,1.706464,86388.56399,2001-01-01 23:59:48.564 +0000,,,,,73.200385,-130.333092,-23.118444
-0.582829,-1.335851,-1.10728,1.830371,86388.55401,2001-01-01 23:59:48.554 +0000,,,,,72.617556,-131.668943,-24.225724
-1.293901,-1.043494,-1.13638,2.013559,86388.544,2001-01-01 23:59:48.544 +0000,,,,,71.323655,-132.712437,-25.362104
-1.845156,-0.167496,-1.264292,2.243009,86388.53402,2001-01-01 23:59:48.534 +0000,,,,,69.478499,-132.879933,-26.626396
-1.979786,0.38096,-1.289129,2.393019,86388.52404,2001-01-01 23:59:48.524 +0000,,,,,67.498713,-132.498973,-27.915525
-2.074303,0.7059,-1.248979,2.522098,86388.51403,2001-01-01 23:59:48.514 +0000,,,,,65.42441,-131.793073,-29.164504
-2.182261,1.021533,-1.092425,2.645598,86388.50405,2001-01-01 23:59:48.504 +0000,,,,,63.242149,-130.77154,-30.256929
-2.231911,1.315459,-0.687525,2.680401,86388.49407,2001-01-01 23:59:48.494 +0000,,,,,61.010238,-129.456081,-30.944454
-2.19761,1.648269,-0.093038,2.748624,86388.48409,2001-01-01 23:59:48.484 +0000,,,,,58.812628,-127.807812,-31.037492
-2.015747,2.352475,0.303761,3.112819,86388.47411,2001-01-01 23:59:48.474 +0000,,,,,56.796881,-125.455337,-30.733731
-1.556315,2.56312,0.483662,3.037372,86388.46413,2001-01-01 23:59:48.464 +0000,,,,,55.240566,-122.892217,-30.250069
-0.820709,1.676642,0.626737,1.969134,86388.45412,2001-01-01 23:59:48.454 +0000,,,,,54.419857,-121.215575,-29.623332
0.108244,0.571734,0.693708,0.905443,86388.44414,2001-01-01 23:59:48.444 +0000,,,,,54.528101,-120.643841,-28.929624
1.24347,-1.376613,0.8039,2.021766,86388.43413,2001-01-01 23:59:48.434 +0000,,,,,55.771571,-122.020454,-28.125724
1.543482,-2.746668,1.098146,3.336532,86388.42415,2001-01-01 23:59:48.424 +0000,,,,,57.315053,-124.767122,-27.027578
1.264212,-3.296343,1.183236,3.72346,86388.41417,2001-01-01 23:59:48.414 +0000,,,,,58.579265,-128.063465,-25.844342
0.865968,-3.295285,1.297013,3.645689,86388.40416,2001-01-01 23:59:48.404 +0000,,,,,59.445233,-131.35875,-24.547329
0.460669,-2.925661,1.405467,3.278268,86388.39418,2001-01-01 23:59:48.394 +0000,,,,,59.905902,-134.284411,-23.141862
0.131883,-2.390477,1.241517,2.696876,86388.3842,2001-01-01 23:59:48.384 +0000,,,,,60.037785,-136.674888,-21.900345
-0.119893,-1.384545,1.013765,1.720192,86388.37419,2001-01-01 23:59:48.374 +0000,,,,,59.917892,-138.059433,-20.88658
-0.251974,-0.257633,0.992715,1.0561,86388.36422,2001-01-01 23:59:48.364 +0000,,,,,59.665918,-138.317066,-19.893865
-0.351491,0.37956,1.085409,1.202382,86388.35424,2001-01-01 23:59:48.354 +0000,,,,,59.314427,-137.937506,-18.808456
-0.631797,0.409119,1.059929,1.299998,86388.34423,2001-01-01 23:59:48.344 +0000,,,,,58.68263,-137.528387,-17.748527
-0.934495,0.208579,1.041335,1.414626,86388.33425,2001-01-01 23:59:48.334 +0000,,,,,57.748135,-137.319808,-16.707192
-1.110925,-0.028224,0.96813,1.473848,86388.32427,2001-01-01 23:59:48.324 +0000,,,,,56.63721,-137.348032,-15.739062
-1.067922,-0.485331,0.9141,1.487139,86388.31426,2001-01-01 23:59:48.314 +0000,,,,,55.569288,-137.833363,-14.824962
-1.035243,-0.859659,0.737965,1.534709,86388.30428,2001-01-01 23:59:48.304 +0000,,,,,54.534045,-138.693022,-14.086997
-0.957016,-1.19875,0.581275,1.640354,86388.29427,2001-01-01 23:59:48.294 +0000,,,,,53.577029,-139.891772,-13.505722
-0.809192,-1.418405,0.454648,1.695102,86388.28429,2001-01-01 23:59:48.284 +0000,,,,,52.767837,-141.310177,-13.051074
-0.663263,-1.559041,0.403658,1.741685,86388.27431,2001-01-01 23:59:48.274 +0000,,,,,52.104574,-142.869218,-12.647416
-0.547746,-1.572947,0.346776,1.701306,86388.2643,2001-01-01 23:59:48.264 +0000,,,,,51.556828,-144.442165,-12.30064
-0.407654,-1.347206,0.26697,1.432626,86388.25432,2001-01-01 23:59:48.254 +0000,,,,,51.149174,-145.789371,-12.03367
-0.211844,-1.06688,0.272872,1.121414,86388.24434,2001-01-01 23:59:48.244 +0000,,,,,50.93733,-146.856251,-11.760798
0.020711,-0.90156,0.285745,0.945986,86388.23433,2001-01-01 23:59:48.234 +0000,,,,,50.958041,-147.757811,-11.475053
0.195748,-0.929173,0.267769,0.986601,86388.22435,2001-01-01 23:59:48.224 +0000,,,,,51.153789,-148.686984,-11.207284
0.223602,-1.189067,0.272937,1.240312,86388.21437,2001-01-01 23:59:48.214 +0000,,,,,51.377391,-149.876051,-10.934347
0.158492,-1.379826,0.262331,1.413456,86388.20436,2001-01-01 23:59:48.204 +0000,,,,,51.535883,-151.255877,-10.672016
0.082454,-1.269162,0.234804,1.29333,86388.19439,2001-01-01 23:59:48.194 +0000,,,,,51.618337,-152.525039,-10.437212
0.028844,-0.920971,0.188619,0.94053,86388.18438,2001-01-01 23:59:48.184 +0000,,,,,51.647181,-153.44601,-10.248593
-0.011858,-0.595147,0.140444,0.611609,86388.1744,2001-01-01 23:59:48.174 +0000,,,,,51.635323,-154.041157,-10.108149
-0.025614,-0.366175,0.119427,0.386009,86388.16442,2001-01-01 23:59:48.164 +0000,,,,,51.609709,-154.407332,-9.988722
-0.036796,-0.197986,0.072949,0.214182,86388.15441,2001-01-01 23:59:48.154 +0000,,,,,51.572913,-154.605318,-9.915773
