x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.607498,1.675827,0.23967,1.798581,45512.47066,2001-01-01 12:38:32.471 +0000
-0.660492,1.893341,0.275482,2.024075,45512.45107,2001-01-01 12:38:32.451 +0000
-0.684387,2.174606,0.246567,2.293053,45512.43148,2001-01-01 12:38:32.431 +0000
-0.735535,2.200043,0.102722,2.322014,45512.41188,2001-01-01 12:38:32.412 +0000
-0.844193,2.267471,-0.079025,2.420812,45512.39229,2001-01-01 12:38:32.392 +0000
-0.918274,2.198761,-0.262772,2.397254,45512.3727,2001-01-01 12:38:32.373 +0000
-0.918869,2.026123,-0.351883,2.252402,45512.35314,2001-01-01 12:38:32.353 +0000
-0.833099,1.785645,-0.361679,2.003345,45512.33355,2001-01-01 12:38:32.334 +0000
-0.783676,1.58699,-0.362915,1.806763,45512.31395,2001-01-01 12:38:32.314 +0000
-0.709641,1.425919,-0.434265,1.650885,45512.29436,2001-01-01 12:38:32.294 +0000
-0.615463,1.286682,-0.563095,1.533435,45512.2748,2001-01-01 12:38:32.275 +0000
-0.524399,1.181778,-0.688812,1.464942,45512.25521,2001-01-01 12:38:32.255 +0000
-0.462036,1.096481,-0.769669,1.417088,45512.23561,2001-01-01 12:38:32.236 +0000
-0.440994,1.00621,-0.770691,1.341976,45512.21602,2001-01-01 12:38:32.216 +0000
-0.427078,0.903351,-0.724457,1.234211,45512.19643,2001-01-01 12:38:32.196 +0000
-0.371536,0.848343,-0.684769,1.151796,45512.17684,2001-01-01 12:38:32.177 +0000
-0.332764,0.827271,-0.674408,1.118005,45512.15728,2001-01-01 12:38:32.157 +0000
-0.343185,0.812241,-0.660049,1.101443,45512.13768,2001-01-01 12:38:32.138 +0000
-0.385071,0.847519,-0.649078,1.134844,45512.11809,2001-01-01 12:38:32.118 +0000
-0.395691,0.918472,-0.602493,1.167545,45512.0985,2001-01-01 12:38:32.098 +0000
-0.40062,0.985916,-0.551773,1.198741,45512.07891,2001-01-01 12:38:32.079 +0000
-0.426147,1.020493,-0.470917,1.201986,45512.05931,2001-01-01 12:38:32.059 +0000
-0.476959,1.044128,-0.39447,1.213796,45512.03975,2001-01-01 12:38:32.040 +0000
-0.520874,1.10994,-0.329056,1.26947,45512.02016,2001-01-01 12:38:32.020 +0000
-0.574387,1.240005,-0.323502,1.404346,45512.00057,2001-01-01 12:38:32.001 +0000
-0.673706,1.373596,-0.347595,1.568907,45511.98098,2001-01-01 12:38:31.981 +0000
-0.770233,1.464233,-0.315048,1.684189,45511.96138,2001-01-01 12:38:31.961 +0000
-0.788544,1.664398,-0.281006,1.863058,45511.94182,2001-01-01 12:38:31.942 +0000
-0.709229,1.889404,-0.366928,2.051217,45511.92223,2001-01-01 12:38:31.922 +0000
-0.650314,2.060562,-0.466278,2.210484,45511.90264,2001-01-01 12:38:31.903 +0000
-0.618408,2.158157,-0.444016,2.288498,45511.88305,2001-01-01 12:38:31.883 +0000
-0.586761,2.148346,-0.329361,2.251257,45511.86348,2001-01-01 12:38:31.863 +0000
-0.498367,2.028885,-0.212326,2.099959,45511.84389,2001-01-01 12:38:31.844 +0000
-0.385727,1.873123,-0.147537,1.918109,45511.8243,2001-01-01 12:38:31.824 +0000
-0.290756,1.735458,-0.164505,1.767319,45511.80471,2001-01-01 12:38:31.805 +0000
-0.261383,1.584885,-0.167526,1.615006,45511.78511,2001-01-01 12:38:31.785 +0000
